sku;_store;_attribute_set;_type;_category;_root_category;_product_websites;capacidade;color;cost;country_of_manufacture;created_at;custom_design;custom_design_from;custom_design_to;custom_layout_update;descricaogoogleshopping;description;em_deal;em_featured;em_hot;export_pluggto;faixa_etaria;fit_size;gallery;genero;gift_message_available;googleshopping_category;googleshopping_condition;googleshopping_exclude;has_options;hover;image;image_label;manufacturer;marca;material;media_gallery;meta_description;meta_keyword;meta_title;minimal_price;msrp;msrp_display_actual_price_type;msrp_enabled;name;ncm;news_from_date;news_to_date;options_container;page_layout;posting_days;postmethods;price;required_options;seller_id;short_description;small_image;small_image_label;special_from_date;special_price;special_to_date;status;tamanho;tax_class_id;thumbnail;thumbnail_label;updated_at;url_key;url_path;visibility;volume_altura;volume_comprimento;volume_largura;weight;qty;min_qty;use_config_min_qty;is_qty_decimal;backorders;use_config_backorders;min_sale_qty;use_config_min_sale_qty;max_sale_qty;use_config_max_sale_qty;is_in_stock;notify_stock_qty;use_config_notify_stock_qty;manage_stock;use_config_manage_stock;stock_status_changed_auto;use_config_qty_increments;qty_increments;use_config_enable_qty_inc;enable_qty_increments;is_decimal_divided;_links_related_sku;_links_related_position;_links_crosssell_sku;_links_crosssell_position;_links_upsell_sku;_links_upsell_position;_associated_sku;_associated_default_qty;_associated_position;_tier_price_website;_tier_price_customer_group;_tier_price_qty;_tier_price_price;_group_price_website;_group_price_customer_group;_group_price_price;_media_attribute_id;_media_image;_media_lable;_media_position;_media_is_disabled;_super_products_sku;_super_attribute_code;_super_attribute_option;_super_attribute_price_corr
10202134/19-22;;Varia Tamanho;simple;Roupas/Acessórios/Meias;Todas as categorias;base;;Azul Marinho;;;2018-11-05 14:52:02;;;;;Meia Tênis cano alto na cor cinza, marinho e branca e detalhe em laço de cadarço na cor marinho. Possui sola antiderrapante e aroma. Macia, confortável e divertida! ;"<p><span>Meia T&ecirc;nis cano alto na cor cinza, marinho e branca e detalhe em la&ccedil;o de cadar&ccedil;o na cor marinho. Possui sola antiderrapante e aroma. Macia, confort&aacute;vel e divertida!&nbsp;</span></p>";0;0;0;Sim;0+ meses;;;Menino;;;;Não;0;;/m/e/meia-sapatinho-na-botinha-baby_2.jpg;;;PUKET;60% Algodão 35%poliamida 5% outras fibras;;Compre agora a sua Meia Baby Sapatinho na Botinha na Colorear Infantil com as melhores condições de pagamento. Parcelas de até 3x sem juros nos cartões.;;Meia Baby Sapatinho na Botinha – PUKET – Colorear Infantil;;;Utilizar configuração;Utilizar configuração;Meia Baby Sapatinho na Botinha - PUKET-19 à 22;61112000;;;Info Coluna de Produto;;;;36.9000;0;;<p>Ideal para manter o seu filhinho protegido.</p>;/m/e/meia-sapatinho-na-botinha-baby_2.jpg;;2018-12-11 00:00:00;25.9000;;1;19 à 22;0;/m/e/meia-sapatinho-na-botinha-baby_2.jpg;;2019-06-03 18:55:06;meia-baby-sapatinho-na-botinha-puket-19-a-22;meia-baby-sapatinho-na-botinha-puket-19-a-22;1;15;12;6;0.2000;0.0000;0.0000;1;0;0;1;1.0000;1;0.0000;1;0;;1;0;1;1;1;0.0000;1;0;0;;;;;;;;;;;;;;;;;88;/m/e/meia-sapatinho-na-botinha-baby_2.jpg;;1;0;;;;
;;;;Promoções;Todas as categorias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10100523;;Default;simple;Roupas/Acessórios/Meias;Todas as categorias;base;;Rosa;;;2018-11-05 15:00:23;;;;;A Minha Primeira Sapatilha da Puket é perfeita para aquecer os pés da sua filha com muito estilo. Confortáveis e divertidas, deixarão os pezinhos da pequena aquecidos durante suas brincadeiras. O aplique traz todo o charme que sua filha precisa!;"<p><span>A Minha Primeira Sapatilha da Puket &eacute; perfeita para aquecer os p&eacute;s da sua filha com muito estilo. Confort&aacute;veis e divertidas, deixar&atilde;o os pezinhos da pequena aquecidos durante suas brincadeiras. O aplique traz todo o charme que sua filha precisa!</span></p>";0;0;0;Sim;0+ meses;;;Menina;;;;Não;0;;/m/e/meia-sapatilha-boneca.jpg;;;PUKET;47% algodão. 43% poliamida. 10% outras fibras;;Compre agora a sua Meia Sapatilha Boneca C/Aplique na Colorear Infantil com as melhores condições de pagamento. Parcelas de até 3x sem juros nos cartões.;;Meia Sapatilha Boneca C/Aplique – PUKET – Colorear Infantil;;;Utilizar configuração;Utilizar configuração;Meia Sapatilha Boneca C/Aplique - PUKET;7891276564661;;;Info Coluna de Produto;;;;41.9000;0;;"<p><span>0-4 MESES. 47% algod&atilde;o. 43% poliamida. 10% outras fibras.</span></p>";/m/e/meia-sapatilha-boneca.jpg;;2018-12-11 00:00:00;29.9000;;1;Único;0;/m/e/meia-sapatilha-boneca.jpg;;2019-11-13 20:09:20;meia-sapatilha-boneca-c-aplique-puket;meia-sapatilha-boneca-c-aplique-puket;4;18;15;8;0.3000;0.0000;0.0000;1;0;0;1;1.0000;1;0.0000;1;0;;1;0;1;1;1;0.0000;1;0;0;10401895;0;Meia Sapatilha Boneca Panda;0;;;;;;;;;;;;;88;/m/e/meia-sapatilha-boneca.jpg;;1;0;;;;
;;;;Promoções;Todas as categorias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10100958;0;10202126/15-18;0;;;;;;;;;;;;;88;/m/e/meia-sapatilha-boneca-embalagem.jpg;;2;0;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Meia Sapatilha Boneca Panda;0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S8207;0;;;;;;;;;;;;;;;;;;;;;;;
10101254;;Default;simple;Roupas/Acessórios/Meias;Todas as categorias;base;;Azul;;;2018-11-05 15:04:02;;;;;O Primeiro Sapatinho da Puket é perfeito para aquecer os pés do seu pequeno com muito estilo. Confortáveis e divertidos, deixarão os pezinhos aquecidos durante suas brincadeiras. Macio e confortável! Ideal para manter seu filhinho protegido e sempre na moda.;"<p><span>O Primeiro Sapatinho da Puket &eacute; perfeito para aquecer os p&eacute;s do seu pequeno com muito estilo. Confort&aacute;veis e divertidos, deixar&atilde;o os pezinhos aquecidos durante suas brincadeiras. Macio e confort&aacute;vel! Ideal para manter seu filhinho protegido e sempre na moda.</span></p>";0;0;0;Sim;0+ meses;;;Menino;;;;Não;0;;/m/e/meia-tenis-primeiro-sapatinho-menino_1.jpg;;;PUKET;47% algodão. 43% poliamida. 10% outras fibras;;Compre agora a sua Meia Primeiro Sapatinho na Colorear Infantil com as melhores condições de pagamento. Parcelas de até 3x sem juros nos cartões.;;Meia Primeiro Sapatinho – PUKET – Colorear Infantil;;;Utilizar configuração;Utilizar configuração;Meia Primeiro Sapatinho - PUKET;7891276142951;;;Info Coluna de Produto;;;;41.9000;0;;"<p><span>0-4 MESES. 47% algod&atilde;o. 43% poliamida. 10% outras fibras.</span></p>";/m/e/meia-tenis-primeiro-sapatinho-menino_1.jpg;;;;;1;Único;0;/m/e/meia-tenis-primeiro-sapatinho-menino_1.jpg;;2019-11-13 20:11:18;meia-tenis-pimeiro-sapatinho-puket;meia-tenis-pimeiro-sapatinho-puket;4;18;15;8;0.3000;4.0000;0.0000;1;0;0;1;1.0000;1;0.0000;1;1;;1;0;1;0;1;0.0000;1;0;0;Meia Baby Sapatinho na Botinha - PUKET;0;Meia Baby Sapatinho na Botinha - PUKET;0;;;;;;;;;;;;;88;/m/e/meia-tenis-primeiro-sapatinho-menino-embalagem_1.jpg;;2;0;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10401897;0;10401897;0;;;;;;;;;;;;;88;/m/e/meia-tenis-primeiro-sapatinho-menino_1.jpg;;1;0;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Casulo Swaddle;0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10100957;0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2200895;0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S8147;0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2400425;0;;;;;;;;;;;;;;;;;;;;;;;
7532;;Default;simple;Alimentação;Todas as categorias;base;;Estampado;;;2018-11-05 18:22:38;;;;;Kit especial da Buba vai tornar a refeição mais prática e gostosa. Com tema colorido e lúdico, ajuda entreter e estimular os pequenos durante as refeições. Livre de BPA e ftalatos. O kit inclui: prato, tigela e copo, ideais para o dia a dia. ;"<p><span>Kit especial da Buba vai tornar a refei&ccedil;&atilde;o mais pr&aacute;tica e gostosa. Com tema colorido e l&uacute;dico, ajuda entreter e estimular os pequenos durante as refei&ccedil;&otilde;es. Livre de BPA e ftalatos. O kit inclui: prato, tigela e copo, ideais para o dia a dia.&nbsp;</span></p>";0;0;0;Sim;6+ meses;;;Unissex;;;;Não;0;;/k/i/kit-refeicao-happy-friends-embalagem.jpg;;;BUBA;polipropileno ;;Compre agora o seu Kit Refeição 3 peças Happy Friends na Colorear Infantil com as melhores condições de pagamento. Parcelas de até 3x sem juros nos cartões.;;Kit Refeição 3 peças Happy Friends – BUBA – Colorear Infantil;;;Utilizar configuração;Utilizar configuração;Kit Refeição 3 peças Happy Friends - BUBA;7899525675328;;;Info Coluna de Produto;;1;;59.9000;0;;<p><span>Pode ser levado ao microondas, livre de BPA.</span></p>;/k/i/kit-refeicao-happy-friends-embalagem.jpg;;;;;1;Único;0;/k/i/kit-refeicao-happy-friends.jpg;;2019-11-18 17:43:15;kit-refeic-o-para-bebe-3-pcs-happy-friends-buba-7532;kit-refeic-o-para-bebe-3-pcs-happy-friends-buba-7532;4;24;9;26;0.3000;14.0000;0.0000;1;0;0;1;1.0000;1;0.0000;1;1;;1;0;1;0;1;0.0000;1;0;0;7533;0;;;;;;;;;;;;;;;88;/k/i/kit-refeicao-happy-friends.jpg;;1;0;;;;
;;;;Alimentação/Pratos, Potinhos e Recipientes;Todas as categorias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;88;/k/i/kit-refeicao-happy-friends-embalagem.jpg;;2;0;;;;
;;;;Black Friday;Todas as categorias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Black Friday/30% de Desconto;Todas as categorias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7533;;Default;simple;Alimentação;Todas as categorias;base;;Estampado;;;2018-11-05 18:35:21;;;;;Com tema colorido e lúdico, ajuda entreter e estimular os pequenos durante as refeições. Livre de BPA e ftalatos, o kit inclui: prato, tigela e copo, ideais para o dia a dia. ;"<p><span>Com tema colorido e l&uacute;dico, ajuda entreter e estimular os pequenos durante as refei&ccedil;&otilde;es. Livre de BPA e ftalatos, o kit inclui: prato, tigela e copo, ideais para o dia a dia.&nbsp;</span></p>";0;0;0;Sim;6+ meses;;;Menina;;;;Não;0;;/k/i/kit-refei_o-unicornio-star-buba.jpg;;;BUBA;polipropileno ;;Compre agora o seu Kit Refeição 3 peças Unicórnio Star na Colorear Infantil com as melhores condições de pagamento. Parcelas de até 3x sem juros nos cartões.;;Kit Refeição 3 peças Unicórnio Star – BUBA – Colorear Infantil;;;Utilizar configuração;Utilizar configuração;Kit Refeição 3 peças Unicórnio Star - BUBA;7899525675335;;;Info Coluna de Produto;;;;59.9000;0;;<p>Pode ser levado ao microondas, livre de BPA</p>;/k/i/kit-refei_o-unicornio-star-buba.jpg;;;;;1;Único;0;/k/i/kit-refei_o-unicornio-star-buba.jpg;;2019-06-03 18:59:20;7533-kit-refeic-o-unicornio-star-buba-toys-girl;7533-kit-refeic-o-unicornio-star-buba-toys-girl;4;24;8;26;0.4000;3.0000;0.0000;1;0;0;1;1.0000;1;0.0000;1;1;;1;0;1;0;1;0.0000;1;0;0;7532;0;;;;;;;;;;;;;;;88;/k/i/kit-refei_o-unicornio-star.jpg;;2;0;;;;
;;;;Alimentação/Pratos, Potinhos e Recipientes;Todas as categorias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;88;/k/i/kit-refei_o-unicornio-star-buba.jpg;;1;0;;;;
7535;;Default;simple;Alimentação;Todas as categorias;base;;Estampado;;;2018-11-05 18:52:35;;;;;Possuem formato ergonômico para os pequenos segurarem facilmente. Possui pontas arredondadas, é resistente e fácil de limpar.;"<p><span>Possuem formato ergon&ocirc;mico para os pequenos segurarem facilmente. Possui pontas arredondadas, &eacute; resistente e f&aacute;cil de limpar.</span></p>";0;0;0;Sim;6+ meses;;;Menina;;;;Não;0;;/k/i/kit-talher-unicornio-star-embalagem.jpg;;;BUBA;Aço inoxidável, poliestireno;;Compre agora o seu Kit Talheres Unicórnio Star Inox na Colorear Infantil com as melhores condições de pagamento. Parcelas de até 3x sem juros nos cartões.;;Kit Talheres Unicórnio Star Inox – BUBA – Colorear Infantil;;;Utilizar configuração;Utilizar configuração;Kit Talheres Unicórnio Star Inox - BUBA;7899525675359;;;Info Coluna de Produto;;;;24.9000;0;;"<p><span>Kit composto por: 1 colher 1 garfo.</span></p>
<p><span><span>Composi&ccedil;&atilde;o: A&ccedil;o inoxid&aacute;vel, poliestireno.</span></span></p>";/k/i/kit-talher-unicornio-star.jpg;;;;;1;Único;0;/k/i/kit-talher-unicornio-star-embalagem.jpg;;2019-06-03 19:03:36;kit-talher-unicornio-star-buba;kit-talher-unicornio-star-buba;4;19;7;3;0.1500;0.0000;0.0000;1;0;0;1;1.0000;1;0.0000;1;0;;1;0;1;1;1;0.0000;1;0;0;7536;0;;;;;;;;;;;;;;;88;/k/i/kit-talher-unicornio-star-embalagem.jpg;;2;0;;;;
;;;;Alimentação/Talheres;Todas as categorias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;88;/k/i/kit-talher-unicornio-star.jpg;;1;0;;;;
7534;;Default;simple;Alimentação;Todas as categorias;base;;Estampado;;;2018-11-05 18:59:52;;;;;Possuem formato ergonômico para os pequenos segurarem facilmente. Possui pontas arredondadas, é resistente e fácil de limpar.;"<p><span>Possuem formato ergon&ocirc;mico para os pequenos segurarem facilmente. Possui pontas arredondadas, &eacute; resistente e f&aacute;cil de limpar.</span></p>";0;0;0;Sim;6+ meses;;;Unissex;;;;Não;0;;/k/i/kit-talher-happy-friends-embalagem.jpg;;;BUBA;Aço inoxidável, poliestireno;;Compre agora o seu Kit Talheres Happy Friends Inox na Colorear Infantil com as melhores condições de pagamento. Parcelas de até 3x sem juros nos cartões.;;Kit Talheres Happy Friends Inox – BUBA – Colorear Infantil;;;Utilizar configuração;Utilizar configuração;Kit Talheres Happy Friends Inox - BUBA;7899525675342;;;Info Coluna de Produto;;1;;24.9000;0;;"<p>Kit composto por: 1 colher 1 garfo.</p>
<p>Composi&ccedil;&atilde;o: A&ccedil;o inoxid&aacute;vel, poliestireno.</p>";/k/i/kit-talher-happy-friends.jpg;;;;;1;Único;0;/k/i/kit-talher-happy-friends-embalagem.jpg;;2019-11-18 17:30:21;kit-talher-happy-friends-buba;kit-talher-happy-friends-buba;4;19;7;3;0.1500;7.0000;0.0000;1;0;0;1;1.0000;1;0.0000;1;1;;1;0;1;0;1;0.0000;1;0;0;7537;0;;;;;;;;;;;;;;;88;/k/i/kit-talher-happy-friends-embalagem.jpg;;2;0;;;;
;;;;Alimentação/Talheres;Todas as categorias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;88;/k/i/kit-talher-happy-friends.jpg;;1;0;;;;
;;;;Black Friday;Todas as categorias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Black Friday/20% de Desconto;Todas as categorias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7536;;Default;simple;Alimentação;Todas as categorias;base;;Estampado;;;2018-11-05 19:10:13;;;;;Pote de inox com 300ml, acompanha garfinho, vem com linda estampa de unicórnio. Com tema colorido e lúdico, ajuda entreter e estimular os pequenos durante as refeições. Perfeito para levar papinhas e frutinhas, mantendo elas na temperatura ideal sempre.;"<p>Pote de inox com 300ml, acompanha garfinho, vem com linda estampa de unic&oacute;rnio. Com tema colorido e l&uacute;dico, ajuda entreter e estimular os pequenos durante as refei&ccedil;&otilde;es. Perfeito para levar papinhas e frutinhas, mantendo elas na temperatura ideal sempre.</p>";0;0;0;Sim;6+ meses;;;Menina;;;;Não;0;;/p/o/pote-termico-happy-friends_3_1.jpg;;;BUBA;Aço inoxidável e polipropileno;;Compre agora o seu Pote Térmico 300ml Happy Friends na Colorear Infantil com as melhores condições de pagamento. Parcelas de até 3x sem juros nos cartões.;;Pote Térmico 300ml Happy Friends – BUBA – Colorear Infantil;;;Utilizar configuração;Utilizar configuração;Pote Térmico 300ml Happy Friends Unissex buba-toys-300ml-6m-7536;7899525675373;;;Info Coluna de Produto;;;;94.9000;0;;"<p><span>A&ccedil;o inoxid&aacute;vel e polipropileno (PP) Livre de BPA e Ftalatos Produto 100% At&oacute;xico.</span></p>";/p/o/pote-termico-happy-friends_3_1.jpg;;2019-05-07 00:00:00;;;1;Único;0;/p/o/pote-termico-happy-friends_3_1.jpg;;2019-08-30 14:18:42;pote-termico-300ml-happy-friends-unissex-buba-toys-300ml-6m-7537;pote-termico-300ml-happy-friends-unissex-buba-toys-300ml-6m-7537;4;11;8;8;0.2650;0.0000;0.0000;1;0;0;1;1.0000;1;0.0000;1;0;;1;0;1;1;1;0.0000;1;0;0;;;;;;;;;;;;;;;;;88;/p/o/pote-termico-happy-friends_3_1.jpg;;1;0;;;;
;;;;Alimentação/Pratos, Potinhos e Recipientes;Todas as categorias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;88;/p/o/pote-termico-happy-friends-embalagem_3_1.jpg;;2;0;;;;
7537;;Default;simple;Alimentação;Todas as categorias;base;;Estampado;;;2018-11-05 19:19:06;;;;;Pote de inox com 300ml, acompanha garfinho, vem com linda estampa de animais. Com tema colorido e lúdico, ajuda entreter e estimular os pequenos durante as refeições. Perfeito para levar papinhas e frutinhas, mantendo elas na temperatura ideal sempre.;"<p>Pote de inox com 300ml, acompanha garfinho, vem com linda estampa de animais. Com tema colorido e l&uacute;dico, ajuda entreter e estimular os pequenos durante as refei&ccedil;&otilde;es. Perfeito para levar papinhas e frutinhas, mantendo elas na temperatura ideal sempre.</p>";0;0;0;Sim;6+ meses;;;Unissex;;;;Não;0;;/p/o/pote-termico-unicornio-star_3_1.jpg;;;BUBA;Aço inoxidável e polipropileno;;Compre agora o seu Pote Térmico Unicórnio Star na Colorear Infantil com as melhores condições de pagamento. Parcelas de até 3x sem juros nos cartões.;;Pote Térmico Unicórnio Star – BUBA – Colorear Infantil;;;Utilizar configuração;Utilizar configuração;Pote Térmico Unicórnio Star Buba Toys 300ml 6m+ 7537;7899525675366;;;Info Coluna de Produto;;;;94.9000;0;;"<p>A&ccedil;o inoxid&aacute;vel e polipropileno (PP) Livre de BPA e Ftalatos Produto 100% At&oacute;xico.</p>";/p/o/pote-termico-unicornio-star_3_1.jpg;;2019-05-07 00:00:00;;;1;Único;0;/p/o/pote-termico-unicornio-star_3_1.jpg;;2019-08-30 14:18:25;pote-termico-unicornio-star-buba-toys-300ml-6m-7536;pote-termico-unicornio-star-buba-toys-300ml-6m-7536;4;11;8;8;0.2650;0.0000;0.0000;1;0;0;1;1.0000;1;0.0000;1;0;;1;0;1;1;1;0.0000;1;0;0;6754;0;7532;0;;;;;;;;;;;;;88;/p/o/pote-termico-unicornio-star-embalagem_3_1.jpg;;2;0;;;;
;;;;Alimentação/Pratos, Potinhos e Recipientes;Todas as categorias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7532;0;7534;0;;;;;;;;;;;;;88;/p/o/pote-termico-unicornio-star_3_1.jpg;;1;0;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7534;0;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9373;0;;;;;;;;;;;;;;;;;;;;;;;
6858;;Default;simple;Alimentação;Todas as categorias;base;;Estampado;;;2018-11-06 18:06:14;;;;;Possui parede dupla para evitar que a sensação de frio ou quente passe para as mãozinhas da criança. Possui tampa rosqueável e canudinho.;"<p><span>Possui parede dupla para evitar que a sensa&ccedil;&atilde;o de frio ou quente passe para as m&atilde;ozinhas da crian&ccedil;a. Possui tampa rosque&aacute;vel e canudinho.</span></p>";0;0;0;Sim;6+ meses;;;Menino;;;;Não;0;;/c/o/copo-com-tampa-monster-party.jpg;;;BUBA;Polipropileno (PP), Polietileno (PE) e Silicone;;Compre agora o seu Copo com Tampa Monster Party na Colorear Infantil com as melhores condições de pagamento. Parcelas de até 3x sem juros nos cartões.;;Copo com Tampa Monster Party – BUBA – Colorear Infantil;;;Utilizar configuração;Utilizar configuração;Copo com Tampa Monster Party - BUBA;7899525668580;;;Info Coluna de Produto;;1;;34.9000;0;;"<p><span>Capacidade: 320ml.</span></p>
<p><span>Composi&ccedil;&atilde;o: Polipropileno (PP), Polietileno (PE) e Silicone.</span></p>
<p><span>Livre de BPA e Ftalatos.</span></p>";/c/o/copo-com-tampa-monster-party.jpg;;;;;1;Único;0;/c/o/copo-com-tampa-monster-party-embalagem.jpg;;2019-11-18 17:02:38;copo-com-tampa-monster-party-buba;copo-com-tampa-monster-party-buba;4;25;10;15;0.3000;8.0000;0.0000;1;0;0;1;1.0000;1;0.0000;1;1;;1;0;1;0;1;0.0000;1;0;0;6853;0;6853;0;;;;;;;;;;;;;88;/c/o/copo-com-tampa-monster-party-embalagem.jpg;;2;0;;;;
;;;;Alimentação/Copos, Canecas e Garrafas;Todas as categorias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BB227;0;;;;;;;;;;;;;;;88;/c/o/copo-com-tampa-monster-party.jpg;;1;0;;;;
;;;;Black Friday;Todas as categorias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Black Friday/20% de Desconto;Todas as categorias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6857;;Default;simple;Alimentação;Todas as categorias;base;;Estampado;;;2018-11-06 18:11:37;;;;;Possui parede dupla para evitar que a sensação de frio ou quente passe para as mãozinhas da criança. Possui tampa rosqueável e canudinho.;"<p>Possui parede dupla para evitar que a sensa&ccedil;&atilde;o de frio ou quente passe para as m&atilde;ozinhas da crian&ccedil;a. Possui tampa rosque&aacute;vel e canudinho.</p>";0;0;0;Sim;6+ meses;;;Menina;;;;Não;0;;/c/o/copo-com-tampa-unicornio-star.jpg;;;BUBA;Polipropileno (PP), Polietileno (PE) e Silicone;;Compre agora o seu Copo com Tampa Unicórnio Star na Colorear Infantil com as melhores condições de pagamento. Parcelas de até 3x sem juros nos cartões.;;Copo com Tampa Unicórnio Star – BUBA – Colorear Infantil;;;Utilizar configuração;Utilizar configuração;Copo com Tampa Unicórnio Star - BUBA;7899525668573;;;Info Coluna de Produto;;;;34.9000;0;;"<p>Capacidade: 320ml.</p>
<p>Composi&ccedil;&atilde;o: Polipropileno (PP), Polietileno (PE) e Silicone.</p>
<p>Livre de BPA e Ftalatos.</p>";/c/o/copo-com-tampa-unicornio-star.jpg;;2019-03-08 00:00:00;28.9000;;1;Único;0;/c/o/copo-com-tampa-unicornio-star-embalagem.jpg;;2019-06-03 19:09:40;copo-com-tampa-unicornio-star-buba;copo-com-tampa-unicornio-star-buba;4;25;10;15;0.3000;0.0000;0.0000;1;0;0;1;1.0000;1;0.0000;1;0;;1;0;1;1;1;0.0000;1;0;0;7533;0;7535;0;;;;;;;;;;;;;88;/c/o/copo-com-tampa-unicornio-star.jpg;;1;0;;;;
;;;;Alimentação/Copos, Canecas e Garrafas;Todas as categorias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7535;0;6854;0;;;;;;;;;;;;;88;/c/o/copo-com-tampa-unicornio-star-embalagem.jpg;;2;0;;;;
;;;;Promoção;Todas as categorias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7536;0;;;;;;;;;;;;;;;;;;;;;;;
